trans_date_trans_time,cc_num,merchant,category,amt,city
2020-08-04 22:28:59,4727244663135968,fraud_Kuphal-Bartoletti,misc_net,742.86,Bay Minette
2020-08-04 22:41:38,4725837176265195730,fraud_Rau-Robel,kids_pets,22.04,Jay
2020-08-04 23:24:19,4653879239169997,fraud_Rempel Inc,shopping_net,891.63,Smiths Grove
2020-08-04 23:29:46,4653879239169997,"fraud_Konopelski, Schneider and Hartmann",food_dining,127.66,Smiths Grove
2020-08-05 02:21:46,348253506557335,fraud_Mraz-Herzog,gas_transport,7.99,Grand Bay
2020-08-05 03:17:47,4727244663135968,fraud_Cole PLC,grocery_pos,292.51,Bay Minette
2020-08-05 09:27:04,348253506557335,fraud_Stracke-Lemke,grocery_pos,321.55,Grand Bay
2020-08-05 10:58:17,4727244663135968,fraud_McDermott-Weimann,grocery_pos,296.79,Bay Minette
2020-08-05 22:11:41,348253506557335,"fraud_Kihn, Abernathy and Douglas",shopping_net,1117.83,Grand Bay
2020-08-05 22:38:35,4727244663135968,fraud_Lemke-Gutmann,shopping_net,855.28,Bay Minette
2020-08-05 23:02:12,348253506557335,fraud_Kris-Weimann,misc_net,723.97,Grand Bay
2020-08-05 23:54:19,4727244663135968,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,1010.08,Bay Minette
2020-08-06 00:14:23,4518350514020532,fraud_Nader-Heller,misc_net,821.28,Wauchula
2020-08-06 00:45:44,30199621383748,fraud_Wolf Inc,grocery_pos,366.56,Leonard
2020-08-06 01:16:39,4518350514020532,"fraud_Rodriguez, Yost and Jenkins",misc_net,615.95,Wauchula
2020-08-06 01:23:11,30199621383748,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1116.06,Leonard
2020-08-06 01:59:53,30199621383748,"fraud_Graham, Hegmann and Hammes",food_dining,122.03,Leonard
2020-08-06 02:20:47,348253506557335,fraud_Koepp-Witting,grocery_pos,320.13,Grand Bay
2020-08-06 02:27:05,4518350514020532,fraud_Koelpin and Sons,misc_net,709.07,Wauchula
2020-08-06 02:57:36,30199621383748,fraud_Gutmann-Upton,misc_pos,7.45,Leonard
2020-08-06 06:29:44,30199621383748,fraud_Johns-Hoeger,entertainment,530.09,Leonard
2020-08-06 19:32:37,30199621383748,fraud_Zboncak Ltd,food_dining,124.27,Leonard
2020-08-06 22:02:19,348253506557335,fraud_Pacocha-Bauch,shopping_pos,935.6,Grand Bay
2020-08-06 22:05:30,4518350514020532,"fraud_Towne, Greenholt and Koepp",shopping_net,969.54,Wauchula
2020-08-06 22:15:19,348253506557335,"fraud_Streich, Dietrich and Barton",shopping_net,1267.18,Grand Bay
2020-08-06 22:21:18,6595970453799027,"fraud_Hahn, Bahringer and McLaughlin",personal_care,52.45,Stirling
2020-08-06 23:21:05,30199621383748,fraud_Morissette-Schaefer,personal_care,18.83,Leonard
2020-08-06 23:52:16,6595970453799027,fraud_Bashirian Group,shopping_net,1051.86,Stirling
2020-08-06 23:53:54,348253506557335,"fraud_Schultz, Simonis and Little",grocery_pos,332.71,Grand Bay
2020-08-07 00:03:32,376445266762684,fraud_Spencer-Runolfsson,misc_pos,714.17,Sutherland
2020-08-07 00:31:27,6595970453799027,fraud_Parisian and Sons,gas_transport,21.44,Stirling
2020-08-07 01:21:13,4518350514020532,fraud_Barton Inc,grocery_pos,304.69,Wauchula
2020-08-07 01:24:13,30199621383748,fraud_Stoltenberg-Beatty,shopping_pos,896.5,Leonard
2020-08-07 01:32:18,30199621383748,fraud_Marks Inc,gas_transport,13.62,Leonard
2020-08-07 01:35:13,375082648741747,fraud_Kutch LLC,gas_transport,10.97,Georgetown
2020-08-07 02:01:42,30199621383748,"fraud_Hagenes, Kohler and Hoppe",food_dining,131.09,Leonard
2020-08-07 02:23:57,375082648741747,fraud_Torp-Labadie,gas_transport,13.63,Georgetown
2020-08-07 02:27:45,30199621383748,fraud_Rutherford-Mertz,grocery_pos,362.44,Leonard
2020-08-07 02:33:47,4518350514020532,fraud_Dooley-Thompson,misc_net,814.59,Wauchula
2020-08-07 02:39:31,375082648741747,"fraud_Lehner, Reichert and Mills",misc_pos,844.57,Georgetown
2020-08-07 02:40:13,4518350514020532,fraud_Deckow-O'Conner,grocery_pos,329.02,Wauchula
2020-08-07 02:44:10,4518350514020532,fraud_Donnelly PLC,misc_net,695.52,Wauchula
2020-08-07 02:47:39,6595970453799027,fraud_Hintz-Bruen,grocery_net,16.19,Stirling
2020-08-07 03:30:23,30199621383748,fraud_Hickle Group,shopping_pos,850.9,Leonard
2020-08-07 03:56:09,375082648741747,fraud_Miller-Harris,misc_net,778.4,Georgetown
2020-08-07 06:07:15,6595970453799027,fraud_Parisian and Sons,gas_transport,18.5,Stirling
2020-08-07 07:35:02,6595970453799027,"fraud_Harris, Gusikowski and Heaney",grocery_net,10.87,Stirling
2020-08-07 11:28:54,30199621383748,"fraud_Hagenes, Kohler and Hoppe",food_dining,138.22,Leonard
2020-08-07 15:03:32,6595970453799027,fraud_Dickinson Ltd,personal_care,52.82,Stirling
2020-08-07 17:51:43,375082648741747,fraud_Beer-Jast,kids_pets,17.4,Georgetown
2020-08-07 19:46:52,4518350514020532,fraud_Hamill-D'Amore,health_fitness,18.86,Wauchula
2020-08-07 21:25:57,4518350514020532,fraud_Hoppe-Parisian,kids_pets,21.16,Wauchula
2020-08-07 22:02:43,375082648741747,"fraud_Weber, Thiel and Hammes",kids_pets,21.22,Georgetown
2020-08-07 22:06:15,375082648741747,fraud_Erdman-Schaden,personal_care,20.96,Georgetown
2020-08-07 22:26:33,6595970453799027,fraud_Kuhic LLC,shopping_net,1171.12,Stirling
2020-08-07 22:27:48,376445266762684,fraud_Hermann and Sons,shopping_pos,1043.4,Sutherland
2020-08-07 22:34:29,4518350514020532,fraud_Smith-Stokes,misc_pos,10.46,Wauchula
2020-08-07 22:48:11,30199621383748,fraud_Gottlieb Group,kids_pets,20.9,Leonard
2020-08-07 22:59:19,4518350514020532,fraud_Herman Inc,misc_pos,7.8,Wauchula
2020-08-07 23:17:34,6595970453799027,fraud_Terry-Huel,shopping_net,815.62,Stirling
2020-08-07 23:18:24,375082648741747,fraud_Heaney-Marquardt,entertainment,498.78,Georgetown
2020-08-07 23:23:52,376445266762684,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,1079.08,Sutherland
2020-08-07 23:26:47,376445266762684,"fraud_Lakin, Ferry and Beatty",food_dining,127.17,Sutherland
2020-08-07 23:37:15,376445266762684,fraud_Swift PLC,kids_pets,22.62,Sutherland
2020-08-07 23:43:21,376445266762684,fraud_Friesen Ltd,health_fitness,20.84,Sutherland
2020-08-07 23:48:26,6595970453799027,"fraud_Moen, Reinger and Murphy",grocery_pos,333.49,Stirling
2020-08-07 23:57:49,30199621383748,fraud_Terry Ltd,home,228.94,Leonard
2020-08-08 00:13:06,4476840372112,"fraud_Tillman, Dickinson and Labadie",gas_transport,8.3,Woodville
2020-08-08 00:19:16,343819048608995,fraud_Berge LLC,gas_transport,9.46,Des Moines
2020-08-08 02:02:02,376445266762684,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1107.33,Sutherland
2020-08-08 02:04:52,375082648741747,"fraud_Bernier, Streich and Jewess",grocery_net,8.22,Georgetown
2020-08-08 02:07:47,376445266762684,"fraud_Altenwerth, Cartwright and Koss",shopping_net,882.83,Sutherland
2020-08-08 02:13:13,376445266762684,fraud_Kutch and Sons,grocery_pos,358.55,Sutherland
2020-08-08 02:13:59,376445266762684,fraud_Pacocha-Bauch,shopping_pos,1051.31,Sutherland
2020-08-08 02:15:06,4476840372112,fraud_Kuvalis Ltd,gas_transport,11.6,Woodville
2020-08-08 02:36:09,375082648741747,"fraud_Bins, Balistreri and Beatty",shopping_pos,819.05,Georgetown
2020-08-08 02:40:39,4476840372112,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,762.62,Woodville
2020-08-08 03:16:46,4476840372112,"fraud_Ferry, Lynch and Kautzer",misc_net,766.03,Woodville
2020-08-08 03:31:20,375082648741747,"fraud_Parisian, Schiller and Altenwerth",misc_net,954.19,Georgetown
2020-08-08 03:41:17,375082648741747,fraud_Bailey-Morar,grocery_pos,364.36,Georgetown
2020-08-08 03:53:30,375082648741747,fraud_Schamberger-O'Keefe,grocery_pos,327.12,Georgetown
2020-08-08 08:25:42,4476840372112,"fraud_Lockman, West and Runte",grocery_pos,284.14,Woodville
2020-08-08 20:29:23,376445266762684,fraud_Barton LLC,kids_pets,20.67,Sutherland
2020-08-08 22:02:12,343819048608995,fraud_Kovacek Ltd,travel,10.45,Des Moines
2020-08-08 22:07:46,343819048608995,"fraud_Berge, Kautzer and Harris",personal_care,21.7,Des Moines
2020-08-08 22:13:17,343819048608995,fraud_Kris-Padberg,shopping_pos,877.38,Des Moines
2020-08-08 22:17:07,343819048608995,fraud_Terry-Huel,shopping_net,931.91,Des Moines
2020-08-08 22:25:43,343819048608995,"fraud_Mosciski, Gislason and Mertz",grocery_pos,290.4,Des Moines
2020-08-08 22:26:16,343819048608995,fraud_Howe PLC,entertainment,471.23,Des Moines
2020-08-08 22:29:41,376445266762684,"fraud_Hagenes, Hermann and Stroman",travel,10.62,Sutherland
2020-08-08 23:04:51,375082648741747,fraud_Brown Inc,kids_pets,19.92,Georgetown
2020-08-08 23:08:58,376445266762684,"fraud_Schroeder, Hauck and Treutel",entertainment,510.36,Sutherland
2020-08-08 23:41:56,376445266762684,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,22.93,Sutherland
2020-08-08 23:50:18,376445266762684,fraud_Crona and Sons,kids_pets,18.74,Sutherland
2020-08-09 00:15:35,4476840372112,fraud_Sporer Inc,gas_transport,7.3,Woodville
2020-08-09 01:24:38,4476840372112,fraud_Erdman-Kertzmann,gas_transport,7.38,Woodville
2020-08-09 02:13:33,343819048608995,fraud_Stracke-Lemke,grocery_pos,309.21,Des Moines
2020-08-09 02:59:27,343819048608995,fraud_Rau and Sons,grocery_pos,327.62,Des Moines
2020-08-09 03:50:15,4476840372112,fraud_Wolf Inc,grocery_pos,305.37,Woodville
2020-08-09 22:30:33,4476840372112,fraud_Abbott-Steuber,personal_care,21.55,Woodville
2020-08-09 23:12:26,4476840372112,fraud_Schoen-Quigley,kids_pets,20.36,Woodville
2020-08-09 23:23:54,343819048608995,"fraud_Towne, Greenholt and Koepp",shopping_net,897.98,Des Moines
2020-08-09 23:26:54,343819048608995,fraud_Stoltenberg-Beatty,shopping_pos,1109.56,Des Moines
2020-08-09 23:37:38,343819048608995,fraud_Kutch and Sons,grocery_pos,280.74,Des Moines
2020-08-10 00:11:25,30238755902988,"fraud_Reichert, Shanahan and Hayes",shopping_net,935.97,Thrall
2020-08-10 01:37:41,30238755902988,"fraud_Swaniawski, Lowe and Robel",shopping_pos,862.53,Thrall
2020-08-10 03:41:31,30238755902988,fraud_Cummerata-Jones,gas_transport,11.17,Thrall
2020-08-10 07:38:57,30238755902988,fraud_Zemlak Group,misc_net,876.32,Thrall
2020-08-10 16:15:35,30238755902988,fraud_Collier LLC,home,229.83,Thrall
2020-08-10 22:15:57,30238755902988,fraud_Fadel Inc,health_fitness,21.69,Thrall
2020-08-10 22:16:25,30238755902988,fraud_Langworth LLC,personal_care,20.71,Thrall
2020-08-10 23:31:44,30238755902988,"fraud_Bahringer, Osinski and Block",food_dining,97.93,Thrall
2020-08-10 23:56:10,30238755902988,fraud_Erdman-Schaden,personal_care,18.31,Thrall
2020-08-11 00:20:24,4335531783520911,"fraud_Moore, Dibbert and Koepp",misc_net,838.98,Owensville
2020-08-11 00:31:25,4335531783520911,fraud_Koepp-Parker,grocery_pos,313.0,Owensville
2020-08-11 01:12:16,4335531783520911,fraud_Kilback LLC,grocery_pos,262.6,Owensville
2020-08-11 02:12:56,343746486082492,fraud_Flatley-Durgan,misc_net,828.34,Cedar
2020-08-11 02:56:25,30238755902988,"fraud_Bernhard, Grant and Langworth",shopping_pos,1024.17,Thrall
2020-08-11 03:48:12,4335531783520911,fraud_Strosin-Cruickshank,grocery_pos,331.19,Owensville
2020-08-11 03:53:44,4335531783520911,fraud_Kunze Inc,grocery_pos,315.01,Owensville
2020-08-11 06:18:38,30238755902988,fraud_Wisozk and Sons,misc_pos,812.95,Thrall
2020-08-11 12:11:13,2284059275940012,"fraud_Roob, Conn and Tremblay",shopping_pos,927.37,Moores Hill
2020-08-11 22:00:57,4335531783520911,fraud_Bashirian Group,shopping_net,1125.06,Owensville
2020-08-11 22:06:08,2284059275940012,fraud_Kozey-Boehm,shopping_net,976.39,Moores Hill
2020-08-11 22:25:31,2284059275940012,"fraud_Schroeder, Wolff and Hermiston",travel,9.12,Moores Hill
2020-08-11 22:27:32,343746486082492,"fraud_Goyette, Howell and Collier",shopping_pos,736.46,Cedar
2020-08-11 22:45:43,343746486082492,fraud_Beier-Hyatt,shopping_pos,873.99,Cedar
2020-08-11 22:55:30,2284059275940012,fraud_Auer-West,shopping_net,1042.58,Moores Hill
2020-08-11 22:59:27,4335531783520911,"fraud_Streich, Dietrich and Barton",shopping_net,1046.78,Owensville
2020-08-11 23:00:07,343746486082492,fraud_Hills-Witting,shopping_net,1024.84,Cedar
2020-08-11 23:03:04,30238755902988,fraud_Botsford Ltd,shopping_pos,774.1,Thrall
2020-08-11 23:35:23,2284059275940012,fraud_Kuhn LLC,misc_net,590.22,Moores Hill
2020-08-11 23:36:04,4335531783520911,fraud_Kassulke PLC,shopping_net,1185.77,Owensville
2020-08-11 23:37:56,343746486082492,"fraud_Watsica, Haag and Considine",shopping_pos,799.56,Cedar
2020-08-11 23:56:53,4335531783520911,fraud_Pacocha-Bauch,shopping_pos,909.85,Owensville
2020-08-12 01:05:33,4335531783520911,fraud_Kiehn-Emmerich,grocery_pos,288.8,Owensville
2020-08-12 01:11:47,374497717543058,"fraud_Connelly, Reichert and Fritsch",gas_transport,21.36,Wilton
2020-08-12 01:17:20,343746486082492,"fraud_Schumm, Bauch and Ondricka",grocery_pos,289.76,Cedar
2020-08-12 02:17:57,4335531783520911,fraud_Wolf Inc,grocery_pos,302.2,Owensville
2020-08-12 02:44:03,374497717543058,fraud_Miller-Hauck,grocery_pos,330.19,Wilton
2020-08-12 03:35:53,3583793405872580,"fraud_Kuhic, Bins and Pfeffer",shopping_net,913.68,Roosevelt
2020-08-12 03:38:16,374497717543058,fraud_Doyle Ltd,grocery_pos,303.46,Wilton
2020-08-12 03:51:05,4335531783520911,"fraud_Schultz, Simonis and Little",grocery_pos,314.26,Owensville
2020-08-12 22:24:12,374497717543058,fraud_Bauch-Raynor,grocery_pos,340.63,Wilton
2020-08-12 22:30:22,343746486082492,fraud_Terry-Huel,shopping_net,1032.31,Cedar
2020-08-12 22:42:57,4335531783520911,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1035.66,Owensville
2020-08-12 22:45:10,343746486082492,fraud_Adams-Barrows,health_fitness,19.31,Cedar
2020-08-12 23:08:39,2284059275940012,"fraud_Ferry, Lynch and Kautzer",misc_net,796.22,Moores Hill
2020-08-12 23:17:16,374497717543058,"fraud_Ruecker, Beer and Collier",shopping_net,950.19,Wilton
2020-08-12 23:18:44,343746486082492,fraud_Torphy-Goyette,shopping_pos,840.13,Cedar
2020-08-12 23:21:30,374497717543058,fraud_Zemlak Group,misc_net,822.29,Wilton
2020-08-12 23:57:48,2284059275940012,"fraud_Altenwerth, Cartwright and Koss",shopping_net,966.04,Moores Hill
2020-08-13 00:10:05,2235613922823698,"fraud_Gottlieb, Considine and Schultz",shopping_net,1025.76,Manville
2020-08-13 00:28:16,2254799658404120,fraud_Mohr Inc,shopping_pos,821.13,Valdosta
2020-08-13 02:12:21,3583793405872580,fraud_Lesch Ltd,shopping_pos,811.62,Roosevelt
2020-08-13 02:36:16,3583793405872580,fraud_Kozey-Boehm,shopping_net,1003.86,Roosevelt
2020-08-13 02:38:08,374497717543058,"fraud_Heller, Gutmann and Zieme",grocery_pos,319.57,Wilton
2020-08-13 13:45:34,374497717543058,"fraud_Willms, Kris and Bergnaum",shopping_pos,889.94,Wilton
2020-08-13 14:27:13,3583793405872580,"fraud_Effertz, Welch and Schowalter",entertainment,498.01,Roosevelt
2020-08-13 20:21:28,2235613922823698,fraud_Reilly and Sons,health_fitness,22.55,Manville
2020-08-13 22:00:13,3583793405872580,fraud_Kutch-Ferry,home,225.89,Roosevelt
2020-08-13 22:13:00,3583793405872580,fraud_Ratke and Sons,health_fitness,18.26,Roosevelt
2020-08-13 22:32:12,3583793405872580,fraud_Mayert Group,shopping_pos,845.81,Roosevelt
2020-08-13 22:34:36,3583793405872580,fraud_Ziemann-Waters,health_fitness,17.89,Roosevelt
2020-08-13 22:47:36,2235613922823698,fraud_Gottlieb-Hansen,personal_care,20.28,Manville
2020-08-13 22:55:25,374497717543058,"fraud_Mosciski, Gislason and Mertz",grocery_pos,320.49,Wilton
2020-08-13 23:01:29,374497717543058,fraud_Botsford Ltd,shopping_pos,785.68,Wilton
2020-08-13 23:04:56,2235613922823698,fraud_Homenick LLC,personal_care,19.55,Manville
2020-08-13 23:49:14,374497717543058,fraud_Miller-Harris,misc_net,811.26,Wilton
2020-08-14 01:25:33,2235613922823698,fraud_Fisher-Schowalter,shopping_net,866.33,Manville
2020-08-14 02:42:00,2235613922823698,fraud_Mohr Inc,shopping_pos,939.78,Manville
2020-08-14 15:35:43,2254799658404120,"fraud_Turcotte, Batz and Buckridge",health_fitness,21.42,Valdosta
2020-08-14 22:23:49,2254799658404120,fraud_Champlin-Casper,home,252.92,Valdosta
2020-08-14 23:44:23,2235613922823698,fraud_Homenick LLC,personal_care,21.78,Manville
2020-08-15 02:08:03,4634955908138648,fraud_Botsford Ltd,shopping_pos,1319.97,Hooper
2020-08-15 22:30:12,4634955908138648,fraud_Watsica LLC,personal_care,15.99,Hooper
2020-08-15 23:53:47,4634955908138648,fraud_Bednar Inc,travel,9.82,Hooper
2020-08-16 01:40:43,4634955908138648,fraud_Vandervort-Funk,grocery_pos,345.96,Hooper
2020-08-16 01:46:43,4634955908138648,fraud_Medhurst PLC,shopping_net,1000.46,Hooper
2020-08-16 02:17:14,4634955908138648,"fraud_Baumbach, Feeney and Morar",shopping_net,1019.77,Hooper
2020-08-16 03:47:15,4634955908138648,fraud_Torp-Labadie,gas_transport,12.78,Hooper
2020-08-16 13:56:37,4634955908138648,"fraud_Koss, Hansen and Lueilwitz",home,279.58,Hooper
2020-08-17 02:21:46,213112402583773,fraud_Cole PLC,grocery_pos,342.38,Bradley
2020-08-17 02:34:23,213112402583773,fraud_Conroy Ltd,shopping_pos,909.88,Bradley
2020-08-17 22:07:40,213112402583773,fraud_Eichmann-Kilback,home,220.35,Bradley
2020-08-17 22:27:51,213112402583773,fraud_Bauch-Blanda,entertainment,555.79,Bradley
2020-08-17 22:33:04,213112402583773,fraud_Fadel-Hilpert,health_fitness,20.64,Bradley
2020-08-18 00:25:42,213112402583773,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,371.82,Bradley
2020-08-18 00:30:17,213112402583773,fraud_Boyer PLC,shopping_net,1017.67,Bradley
2020-08-18 03:30:17,213112402583773,fraud_Keeling-Crist,misc_pos,645.41,Bradley
2020-08-18 18:13:36,213112402583773,fraud_Beier LLC,entertainment,464.3,Bradley
2020-08-18 18:24:34,213112402583773,fraud_Kovacek Ltd,travel,10.23,Bradley
2020-08-18 18:35:15,213112402583773,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,874.71,Bradley
2020-08-18 22:05:54,213112402583773,fraud_Bernier and Sons,kids_pets,24.06,Bradley
2020-08-18 22:07:55,213112402583773,fraud_Effertz LLC,entertainment,470.35,Bradley
2020-08-18 22:26:44,213112402583773,fraud_Schumm PLC,health_fitness,23.06,Bradley
2020-08-18 23:16:56,213112402583773,"fraud_Swaniawski, Lowe and Robel",shopping_pos,859.32,Bradley
2020-08-18 23:22:04,213112402583773,fraud_Reilly and Sons,health_fitness,22.75,Bradley
2020-08-19 22:57:47,4981132848794,fraud_Jacobi and Sons,shopping_pos,758.01,Holloway
2020-08-19 23:28:11,4981132848794,fraud_Bashirian Group,shopping_net,1057.1,Holloway
2020-08-20 01:17:19,372382441451095,fraud_Rutherford-Mertz,grocery_pos,314.66,Port Ewen
2020-08-20 02:07:45,375974680629816,fraud_Miller-Hauck,grocery_pos,334.1,Plymouth
2020-08-20 03:49:31,375974680629816,fraud_Kassulke PLC,shopping_net,1009.75,Plymouth
2020-08-20 03:52:27,375974680629816,"fraud_Schultz, Simonis and Little",grocery_pos,341.31,Plymouth
2020-08-20 11:53:37,375974680629816,fraud_Kiehn-Emmerich,grocery_pos,347.19,Plymouth
2020-08-20 13:26:09,4981132848794,fraud_Stamm-Rodriguez,misc_pos,49.47,Holloway
2020-08-20 14:14:32,375974680629816,fraud_Nolan-Williamson,kids_pets,20.97,Plymouth
2020-08-20 19:17:24,372382441451095,"fraud_Herman, Treutel and Dickens",misc_net,923.35,Port Ewen
2020-08-20 19:27:24,375974680629816,fraud_Brown Inc,kids_pets,24.16,Plymouth
2020-08-20 22:07:10,372382441451095,fraud_Volkman-Predovic,shopping_net,1046.28,Port Ewen
2020-08-20 22:25:47,372382441451095,fraud_Hudson-Grady,shopping_pos,970.97,Port Ewen
2020-08-20 22:31:56,375974680629816,fraud_Kuhn Group,food_dining,136.55,Plymouth
2020-08-20 22:56:25,372382441451095,"fraud_Stehr, Jewess and Schimmel",misc_net,1039.88,Port Ewen
2020-08-20 23:19:54,372382441451095,"fraud_Altenwerth, Cartwright and Koss",shopping_net,963.37,Port Ewen
2020-08-20 23:19:57,372382441451095,fraud_Medhurst PLC,shopping_net,956.23,Port Ewen
2020-08-20 23:27:32,4981132848794,"fraud_Walter, Hettinger and Kessler",personal_care,49.25,Holloway
2020-08-20 23:27:49,375974680629816,"fraud_Hills, Hegmann and Schaefer",health_fitness,22.43,Plymouth
2020-08-20 23:43:32,375974680629816,"fraud_Durgan, Gislason and Spencer",home,260.26,Plymouth
2020-08-21 00:32:26,375974680629816,fraud_Kiehn Inc,grocery_pos,337.13,Plymouth
2020-08-21 00:52:22,375974680629816,fraud_Haley Group,misc_pos,721.52,Plymouth
2020-08-21 03:04:15,372382441451095,fraud_Rodriguez Group,gas_transport,22.4,Port Ewen
2020-08-21 07:19:42,375974680629816,"fraud_Mosciski, Ziemann and Farrell",shopping_net,832.92,Plymouth
2020-08-21 07:22:22,372382441451095,fraud_Kilback LLC,grocery_pos,336.94,Port Ewen
2020-08-21 18:40:20,375974680629816,fraud_Renner Ltd,home,269.53,Plymouth
2020-08-21 22:01:39,372382441451095,fraud_Rutherford-Mertz,grocery_pos,379.3,Port Ewen
2020-08-21 22:20:25,372382441451095,"fraud_Schmeler, Bashirian and Price",shopping_net,992.81,Port Ewen
2020-08-21 22:57:51,372382441451095,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,1033.25,Port Ewen
2020-08-21 23:09:19,375974680629816,fraud_Lubowitz-Walter,kids_pets,16.69,Plymouth
2020-08-21 23:23:21,372382441451095,fraud_Dibbert and Sons,entertainment,549.93,Port Ewen
2020-08-21 23:34:18,375974680629816,fraud_Waters-Cruickshank,health_fitness,16.52,Plymouth
2020-08-22 00:30:51,577588686219,fraud_Harber Inc,gas_transport,7.86,Spring Church
2020-08-22 00:42:08,30560609640617,"fraud_Lockman, West and Runte",grocery_pos,318.03,Luray
2020-08-22 00:57:48,30560609640617,fraud_DuBuque LLC,grocery_pos,335.75,Luray
2020-08-22 22:02:37,30560609640617,fraud_Bogisich-Homenick,misc_net,996.21,Luray
2020-08-22 22:24:38,30560609640617,fraud_Ruecker Group,misc_net,810.84,Luray
2020-08-22 23:14:47,30560609640617,fraud_Stracke-Lemke,grocery_pos,299.83,Luray
2020-08-22 23:35:35,30560609640617,fraud_Mante Group,misc_net,760.8,Luray
2020-08-22 23:46:24,3518234918950662,fraud_Zboncak Ltd,food_dining,119.72,Sherman
2020-08-23 01:20:29,577588686219,fraud_Kiehn Inc,grocery_pos,323.12,Spring Church
2020-08-23 07:00:23,3518234918950662,fraud_Bashirian Group,shopping_net,1054.16,Sherman
2020-08-23 17:18:15,30560609640617,"fraud_Rodriguez, Yost and Jenkins",misc_net,922.33,Luray
2020-08-23 21:26:57,577588686219,fraud_Price Inc,shopping_net,1029.06,Spring Church
2020-08-23 22:15:38,577588686219,"fraud_Reichert, Huels and Hoppe",shopping_net,1060.69,Spring Church
2020-08-23 22:28:35,30560609640617,fraud_Mayert Group,shopping_pos,785.58,Luray
2020-08-23 22:35:57,577588686219,fraud_Heathcote LLC,shopping_net,814.44,Spring Church
2020-08-23 23:00:03,577588686219,fraud_Wilkinson Ltd,entertainment,461.33,Spring Church
2020-08-23 23:24:20,577588686219,fraud_Durgan-Auer,misc_net,812.66,Spring Church
2020-08-23 23:28:17,30560609640617,"fraud_Quitzon, Green and Bashirian",shopping_pos,881.81,Luray
2020-08-23 23:37:34,30560609640617,"fraud_Bahringer, Bergnaum and Quitzon",home,418.14,Luray
2020-08-23 23:46:39,577588686219,fraud_Stamm-Witting,shopping_net,973.03,Spring Church
2020-08-23 23:48:12,30560609640617,"fraud_Mosciski, Ziemann and Farrell",shopping_net,875.2,Luray
2020-08-24 00:26:17,4658490815480264,fraud_Schamberger-O'Keefe,grocery_pos,293.51,Keisterville
2020-08-24 00:49:18,3501365119557234,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,341.76,Loving
2020-08-24 01:16:53,3501365119557234,"fraud_Stroman, Hudson and Erdman",gas_transport,23.27,Loving
2020-08-24 02:35:51,4471568287204,fraud_Stracke-Lemke,grocery_pos,289.76,Pelham
2020-08-24 03:07:19,4658490815480264,"fraud_Lockman, West and Runte",grocery_pos,302.55,Keisterville
2020-08-24 03:51:03,3501365119557234,fraud_Luettgen PLC,gas_transport,17.8,Loving
2020-08-24 19:06:58,3501365119557234,fraud_Nader-Heller,misc_net,802.1,Loving
2020-08-24 21:49:08,4471568287204,fraud_Kerluke Inc,misc_net,664.85,Pelham
2020-08-24 22:04:26,3501365119557234,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1076.63,Loving
2020-08-24 22:34:07,4658490815480264,"fraud_Bernhard, Grant and Langworth",shopping_pos,675.79,Keisterville
2020-08-24 22:43:03,3501365119557234,"fraud_Cormier, Stracke and Thiel",entertainment,580.52,Loving
2020-08-24 22:46:43,4658490815480264,fraud_Corwin-Gorczany,misc_net,748.26,Keisterville
2020-08-24 22:50:18,4658490815480264,"fraud_Dare, Casper and Bartoletti",kids_pets,3.15,Keisterville
2020-08-24 23:26:34,4471568287204,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,839.65,Pelham
2020-08-24 23:27:07,4471568287204,fraud_Pagac LLC,shopping_pos,787.07,Pelham
2020-08-24 23:36:22,4658490815480264,fraud_Heller PLC,health_fitness,21.37,Keisterville
2020-08-24 23:41:55,3501365119557234,fraud_Nader-Maggio,personal_care,53.26,Loving
2020-08-25 00:13:33,4658490815480264,fraud_DuBuque LLC,grocery_pos,339.6,Keisterville
2020-08-25 00:21:08,4658490815480264,fraud_Gutmann Ltd,grocery_net,14.31,Keisterville
2020-08-25 00:23:25,4512828414983801773,fraud_Bashirian Group,shopping_net,1028.41,Uledi
2020-08-25 00:47:33,4512828414983801773,fraud_Miller-Hauck,grocery_pos,336.64,Uledi
2020-08-25 01:03:41,4658490815480264,fraud_Padberg-Welch,grocery_pos,320.09,Keisterville
2020-08-25 01:14:58,4512828414983801773,fraud_Bogisich-Homenick,misc_net,764.01,Uledi
2020-08-25 01:17:27,4119762878330989,"fraud_Huel, Hammes and Witting",grocery_pos,315.83,Eureka
2020-08-25 01:22:24,4119762878330989,"fraud_Casper, Hand and Zulauf",grocery_pos,289.38,Eureka
